id_transacao,data,area,canal,regiao,cliente,responsavel,receita_bruta,desconto,custo,receita_liquida,margem_bruta,margem_percentual,mes
TX-1042,2025-07-19,Operacoes,Digital,Centro-Oeste,Gama Servicos,Diego,17215.63,555.37,11473.44,16660.260000000002,5186.8200000000015,0.3113288748194807,2025-07
TX-1029,2025-07-19,Comercial,Direto,Centro-Oeste,Horizonte Tech,Ana,16347.02,439.21,8251.81,15907.810000000001,7656.000000000002,0.4812730350689379,2025-07
TX-1001,2025-07-20,Operacoes,Direto,Centro-Oeste,Gama Servicos,Diego,16561.16,687.74,10603.68,15873.42,5269.74,0.3319851676576314,2025-07
TX-1053,2025-07-20,Marketing,Parceiros,Nordeste,Beta Logistica,Bruno,13774.57,706.71,9758.8,13067.86,3309.0600000000013,0.25322126193577227,2025-07
TX-1007,2025-07-21,Tecnologia,Digital,Sudeste,Gama Servicos,Ana,20081.02,1160.17,11625.16,18920.85,7295.689999999999,0.3855899708522608,2025-07
TX-1037,2025-07-21,Operacoes,Digital,Centro-Oeste,Gama Servicos,Diego,8465.3,399.17,5779.87,8066.129999999999,2286.2599999999993,0.28343951808364104,2025-07
TX-1036,2025-07-22,Marketing,Direto,Nordeste,Alfa Industria,Bruno,12557.94,536.43,8953.23,12021.51,3068.2800000000007,0.25523249575136575,2025-07
TX-1002,2025-07-23,Operacoes,Direto,Centro-Oeste,Gama Servicos,Bruno,18401.54,476.72,12202.88,17924.82,5721.9400000000005,0.3192188261862602,2025-07
TX-1004,2025-07-24,Tecnologia,Digital,Sul,Horizonte Tech,Carla,20638.69,429.29,12312.16,20209.399999999998,7897.239999999998,0.39077063148831725,2025-07
TX-1049,2025-07-24,Marketing,Digital,Centro-Oeste,Delta Varejo,Diego,20232.78,667.38,14067.97,19565.399999999998,5497.4299999999985,0.2809771331023132,2025-07
TX-1021,2025-07-24,Tecnologia,Digital,Sul,Delta Varejo,Felipe,20441.35,322.79,11469.22,20118.559999999998,8649.339999999998,0.4299184434671268,2025-07
TX-1026,2025-07-25,Marketing,Digital,Sudeste,Beta Logistica,Diego,15112.81,696.01,10538.96,14416.8,3877.84,0.2689806337051218,2025-07
TX-1034,2025-07-25,Tecnologia,Digital,Sul,Alfa Industria,Diego,21294.84,1637.44,12263.52,19657.4,7393.880000000001,0.3761372307629697,2025-07
TX-1031,2025-07-25,Tecnologia,Direto,Sudeste,Alfa Industria,Elisa,18628.92,204.46,10774.86,18424.46,7649.5999999999985,0.4151872022300789,2025-07
TX-1046,2025-07-25,Operacoes,Digital,Centro-Oeste,Delta Varejo,Elisa,16231.74,771.41,10608.66,15460.33,4851.67,0.3138141294526055,2025-07
TX-1062,2025-08-02,Marketing,Direto,Nordeste,Horizonte Tech,Ana,14102.24,421.28,9829.98,13680.96,3850.9799999999996,0.28148463265735735,2025-08
TX-1065,2025-08-02,Operacoes,Direto,Sudeste,Foco Energia,Elisa,11997.66,320.32,8738.63,11677.34,2938.710000000001,0.25165919635807477,2025-08
TX-1060,2025-08-03,Comercial,Parceiros,Nordeste,Gama Servicos,Carla,27474.17,1594.24,14422.96,25879.929999999997,11456.969999999998,0.44269710157639525,2025-08
TX-1103,2025-08-04,Tecnologia,Direto,Sul,Crescer Educacao,Ana,13019.95,487.8,7892.27,12532.150000000001,4639.880000000001,0.3702381474846695,2025-08
TX-1095,2025-08-04,Comercial,Digital,Sul,Crescer Educacao,Felipe,19768.29,875.32,10196.25,18892.97,8696.720000000001,0.4603151330891861,2025-08
TX-1067,2025-08-04,Tecnologia,Parceiros,Sudeste,Gama Servicos,Elisa,24740.13,1338.46,14998.95,23401.670000000002,8402.720000000001,0.35906497271348586,2025-08
TX-1057,2025-08-07,Tecnologia,Direto,Centro-Oeste,Evo Saude,Carla,19035.89,400.38,11375.4,18635.51,7260.109999999999,0.3895847229295039,2025-08
TX-1104,2025-08-08,Tecnologia,Parceiros,Centro-Oeste,Foco Energia,Felipe,15402.29,371.79,9198.89,15030.5,5831.610000000001,0.3879850969694954,2025-08
TX-1101,2025-08-08,Tecnologia,Digital,Sudeste,Foco Energia,Ana,18416.66,538.46,11169.37,17878.2,6708.83,0.37525198286180933,2025-08
TX-1091,2025-08-08,Tecnologia,Parceiros,Nordeste,Foco Energia,Felipe,19338.18,569.73,12058.59,18768.45,6709.860000000001,0.3575074127058974,2025-08
TX-1088,2025-08-08,Operacoes,Parceiros,Sudeste,Gama Servicos,Carla,24657.53,1117.86,16423.09,23539.67,7116.579999999998,0.30232284479773924,2025-08
TX-1073,2025-08-08,Tecnologia,Direto,Sul,Gama Servicos,Bruno,20862.17,1135.4,12075.79,19726.769999999997,7650.979999999996,0.3878475797102109,2025-08
TX-1061,2025-08-08,Tecnologia,Digital,Centro-Oeste,Evo Saude,Ana,16578.78,516.18,9748.32,16062.599999999999,6314.279999999999,0.3931044787269807,2025-08
TX-1079,2025-08-09,Comercial,Parceiros,Centro-Oeste,Foco Energia,Felipe,24933.08,1545.56,13293.24,23387.52,10094.28,0.4316096790082916,2025-08
TX-1105,2025-08-09,Tecnologia,Digital,Sul,Crescer Educacao,Felipe,13167.04,824.75,7930.67,12342.29,4411.620000000001,0.3574393406734083,2025-08
TX-1089,2025-08-09,Tecnologia,Digital,Centro-Oeste,Foco Energia,Diego,17644.17,306.1,10780.24,17338.07,6557.83,0.37823298671651456,2025-08
TX-1098,2025-08-10,Operacoes,Direto,Centro-Oeste,Beta Logistica,Ana,13859.17,855.95,8740.17,13003.22,4263.049999999999,0.32784571821441144,2025-08
TX-1058,2025-08-10,Tecnologia,Digital,Nordeste,Delta Varejo,Ana,25226.03,1228.75,15371.61,23997.28,8625.669999999998,0.3594436536140762,2025-08
TX-1059,2025-08-10,Marketing,Direto,Centro-Oeste,Horizonte Tech,Diego,17151.52,1313.53,11342.33,15837.99,4495.66,0.2838529384094825,2025-08
TX-1066,2025-08-12,Marketing,Direto,Sul,Beta Logistica,Ana,14647.3,862.26,9605.52,13785.039999999999,4179.519999999999,0.3031924463041093,2025-08
TX-1074,2025-08-12,Tecnologia,Parceiros,Sudeste,Beta Logistica,Ana,15350.44,192.25,9509.18,15158.19,5649.01,0.37267048374509093,2025-08
TX-1080,2025-08-13,Tecnologia,Parceiros,Nordeste,Horizonte Tech,Ana,22998.2,1197.26,14335.48,21800.940000000002,7465.460000000003,0.342437527923108,2025-08
TX-1055,2025-08-13,Tecnologia,Digital,Sudeste,Delta Varejo,Diego,17350.31,318.92,11232.88,17031.390000000003,5798.510000000004,0.34046017383196575,2025-08
TX-1092,2025-08-13,Operacoes,Digital,Sul,Horizonte Tech,Diego,21666.46,1371.49,13819.12,20294.969999999998,6475.849999999997,0.3190864534414191,2025-08
TX-1096,2025-08-14,Tecnologia,Digital,Sul,Horizonte Tech,Carla,17401.85,277.34,10885.87,17124.51,6238.639999999998,0.36431057005426715,2025-08
TX-1100,2025-08-14,Marketing,Parceiros,Centro-Oeste,Gama Servicos,Felipe,19073.74,508.05,14672.83,18565.690000000002,3892.8600000000024,0.20968032968341074,2025-08
TX-1086,2025-08-14,Comercial,Parceiros,Sul,Foco Energia,Elisa,14969.42,1033.66,7717.74,13935.76,6218.02,0.44619166805398486,2025-08
TX-1075,2025-08-15,Tecnologia,Parceiros,Sul,Beta Logistica,Elisa,18049.6,999.16,10492.28,17050.44,6558.159999999998,0.3846328892392219,2025-08
TX-1069,2025-08-16,Comercial,Parceiros,Sudeste,Gama Servicos,Bruno,20879.87,1245.91,10539.36,19633.96,9094.599999999999,0.46320762597051224,2025-08
TX-1090,2025-08-16,Comercial,Digital,Nordeste,Delta Varejo,Carla,24798.7,580.59,13658.8,24218.11,10559.310000000001,0.4360088380141969,2025-08
TX-1102,2025-08-16,Tecnologia,Direto,Centro-Oeste,Delta Varejo,Diego,13917.76,925.81,7388.3,12991.95,5603.650000000001,0.4313170848102094,2025-08
TX-1099,2025-08-16,Marketing,Parceiros,Sudeste,Gama Servicos,Carla,14017.71,645.15,9969.13,13372.56,3403.4300000000003,0.25450848603408777,2025-08
TX-1107,2025-08-17,Comercial,Parceiros,Centro-Oeste,Alfa Industria,Bruno,16374.05,533.38,8732.43,15840.67,7108.24,0.44873354473011556,2025-08
TX-1063,2025-08-17,Operacoes,Direto,Sudeste,Delta Varejo,Ana,19812.76,1442.22,12432.23,18370.539999999997,5938.309999999998,0.3232517933604564,2025-08
TX-1082,2025-08-18,Comercial,Direto,Sul,Gama Servicos,Felipe,24383.06,1140.06,12627.73,23243.0,10615.27,0.4567082562491933,2025-08
TX-1054,2025-08-19,Tecnologia,Digital,Centro-Oeste,Gama Servicos,Diego,21909.79,933.77,12845.52,20976.02,8130.5,0.38760927954874186,2025-08
TX-1068,2025-08-19,Comercial,Parceiros,Nordeste,Alfa Industria,Ana,20017.54,1194.91,9730.94,18822.63,9091.69,0.4830191105068739,2025-08
TX-1056,2025-08-19,Tecnologia,Digital,Centro-Oeste,Gama Servicos,Diego,17426.91,993.09,9749.99,16433.82,6683.83,0.4067118904795112,2025-08
TX-1093,2025-08-20,Marketing,Parceiros,Nordeste,Horizonte Tech,Diego,16610.41,1017.7,11841.34,15592.71,3751.369999999999,0.24058486305459406,2025-08
TX-1087,2025-08-20,Comercial,Digital,Centro-Oeste,Crescer Educacao,Carla,17545.56,838.1,9079.39,16707.460000000003,7628.070000000003,0.4565667073271462,2025-08
TX-1097,2025-08-21,Comercial,Digital,Nordeste,Gama Servicos,Elisa,14972.73,200.77,8654.27,14771.96,6117.689999999999,0.4141420637478032,2025-08
TX-1078,2025-08-21,Tecnologia,Direto,Sudeste,Crescer Educacao,Diego,21923.95,329.83,12802.46,21594.12,8791.66,0.40713212670856697,2025-08
TX-1070,2025-08-22,Marketing,Parceiros,Sul,Beta Logistica,Bruno,11409.42,740.31,7838.93,10669.11,2830.1800000000003,0.2652686119085847,2025-08
TX-1084,2025-08-23,Comercial,Direto,Sul,Beta Logistica,Bruno,21877.65,883.08,10935.69,20994.57,10058.88,0.47911817198447026,2025-08
TX-1064,2025-08-23,Operacoes,Direto,Sudeste,Alfa Industria,Ana,20042.26,1478.01,12567.46,18564.25,5996.790000000001,0.3230289400325896,2025-08
TX-1077,2025-08-23,Marketing,Direto,Sul,Evo Saude,Felipe,13679.92,635.01,9776.99,13044.91,3267.92,0.25051303535248615,2025-08
TX-1085,2025-08-23,Comercial,Digital,Nordeste,Foco Energia,Carla,15428.12,469.7,8578.19,14958.42,6380.23,0.4265310106281278,2025-08
TX-1071,2025-08-24,Comercial,Parceiros,Centro-Oeste,Beta Logistica,Ana,15765.94,929.94,8431.11,14836.0,6404.889999999999,0.43171272580210296,2025-08
TX-1106,2025-08-25,Comercial,Digital,Sudeste,Evo Saude,Diego,15238.5,1122.08,8089.67,14116.42,6026.75,0.4269318991642357,2025-08
TX-1083,2025-08-25,Tecnologia,Parceiros,Sul,Gama Servicos,Carla,16223.26,1286.87,9332.01,14936.39,5604.379999999999,0.37521650144378926,2025-08
TX-1081,2025-08-25,Operacoes,Digital,Sul,Horizonte Tech,Diego,14797.88,860.3,10160.83,13937.58,3776.75,0.27097602309726654,2025-08
TX-1076,2025-08-25,Tecnologia,Parceiros,Centro-Oeste,Foco Energia,Diego,15257.13,821.15,8012.81,14435.98,6423.169999999999,0.4449417358572123,2025-08
TX-1094,2025-08-25,Marketing,Digital,Nordeste,Crescer Educacao,Ana,9250.68,279.15,6140.72,8971.53,2830.8100000000004,0.3155325791698852,2025-08
TX-1072,2025-08-25,Tecnologia,Direto,Centro-Oeste,Crescer Educacao,Ana,20921.85,903.65,11371.85,20018.199999999997,8646.349999999997,0.43192444875163594,2025-08
TX-1146,2025-09-01,Comercial,Digital,Sul,Evo Saude,Bruno,20547.96,1557.56,10578.02,18990.399999999998,8412.379999999997,0.4429806639143988,2025-09
TX-1153,2025-09-01,Marketing,Digital,Sudeste,Delta Varejo,Ana,13169.24,188.91,9175.68,12980.33,3804.6499999999996,0.2931088808990218,2025-09
TX-1149,2025-09-01,Comercial,Direto,Sul,Horizonte Tech,Carla,22560.12,733.37,11955.18,21826.75,9871.57,0.45226934839130883,2025-09
TX-1136,2025-09-01,Comercial,Digital,Nordeste,Beta Logistica,Bruno,23035.02,1334.17,13203.32,21700.85,8497.529999999999,0.3915759060128981,2025-09
TX-1126,2025-09-02,Comercial,Parceiros,Sudeste,Beta Logistica,Felipe,23242.81,1593.0,12190.3,21649.81,9459.510000000002,0.436932702873605,2025-09
TX-1111,2025-09-03,Comercial,Direto,Nordeste,Gama Servicos,Bruno,12938.65,188.74,7431.65,12749.91,5318.26,0.4171213757587309,2025-09
TX-1138,2025-09-03,Tecnologia,Digital,Sudeste,Foco Energia,Elisa,19765.97,260.16,12585.1,19505.81,6920.710000000001,0.35480249218053495,2025-09
TX-1137,2025-09-03,Operacoes,Digital,Sudeste,Delta Varejo,Diego,17542.63,516.95,11394.0,17025.68,5631.68,0.33077562834494717,2025-09
TX-1151,2025-09-04,Marketing,Direto,Centro-Oeste,Foco Energia,Diego,9724.17,131.35,6674.07,9592.82,2918.75,0.3042640224668033,2025-09
TX-1117,2025-09-04,Marketing,Direto,Sudeste,Foco Energia,Diego,14742.25,341.76,10221.82,14400.49,4178.67,0.2901755426377853,2025-09
TX-1110,2025-09-04,Operacoes,Direto,Centro-Oeste,Horizonte Tech,Elisa,15609.36,716.33,10367.69,14893.03,4525.34,0.3038562334192572,2025-09
TX-1120,2025-09-04,Operacoes,Direto,Nordeste,Gama Servicos,Ana,24007.14,847.63,16513.22,23159.51,6646.289999999997,0.28697886958748253,2025-09
TX-1160,2025-09-05,Operacoes,Digital,Centro-Oeste,Gama Servicos,Elisa,18663.1,613.24,11803.57,18049.859999999997,6246.289999999997,0.3460575317481686,2025-09
TX-1116,2025-09-05,Marketing,Direto,Nordeste,Alfa Industria,Bruno,9808.79,414.46,6752.69,9394.330000000002,2641.640000000002,0.2811951464340726,2025-09
TX-1131,2025-09-06,Tecnologia,Parceiros,Nordeste,Alfa Industria,Elisa,12867.99,919.88,7398.59,11948.11,4549.52,0.38077319341720156,2025-09
TX-1145,2025-09-07,Operacoes,Parceiros,Nordeste,Foco Energia,Bruno,21622.03,1539.93,14340.08,20082.1,5742.019999999999,0.2859272685625507,2025-09
TX-1161,2025-09-07,Operacoes,Direto,Sul,Crescer Educacao,Elisa,17421.76,509.77,11811.69,16911.989999999998,5100.299999999997,0.30157893896578686,2025-09
TX-1115,2025-09-07,Tecnologia,Parceiros,Sudeste,Foco Energia,Bruno,11276.2,491.53,6935.32,10784.67,3849.3500000000004,0.3569279356716525,2025-09
TX-1122,2025-09-08,Comercial,Digital,Centro-Oeste,Crescer Educacao,Ana,19642.47,1193.53,9555.71,18448.940000000002,8893.230000000003,0.48204558093852556,2025-09
TX-1113,2025-09-08,Tecnologia,Parceiros,Centro-Oeste,Beta Logistica,Ana,22403.44,226.64,13360.6,22176.8,8816.199999999999,0.3975415749792576,2025-09
TX-1158,2025-09-09,Tecnologia,Parceiros,Sudeste,Foco Energia,Carla,22856.93,1042.86,13453.41,21814.07,8360.66,0.3832691469313154,2025-09
TX-1159,2025-09-09,Tecnologia,Direto,Nordeste,Beta Logistica,Diego,22351.86,420.36,13411.0,21931.5,8520.5,0.3885051182089688,2025-09
TX-1134,2025-09-09,Operacoes,Parceiros,Nordeste,Evo Saude,Carla,16868.97,634.68,11053.33,16234.29,5180.960000000001,0.31913683936901466,2025-09
TX-1143,2025-09-11,Operacoes,Parceiros,Sudeste,Beta Logistica,Felipe,16663.22,407.86,11469.05,16255.36,4786.310000000001,0.2944450322847357,2025-09
TX-1140,2025-09-11,Marketing,Direto,Centro-Oeste,Crescer Educacao,Bruno,9919.2,760.9,6935.88,9158.300000000001,2222.420000000001,0.24266730725134586,2025-09
TX-1135,2025-09-11,Operacoes,Parceiros,Sul,Crescer Educacao,Carla,15848.54,677.28,10123.55,15171.26,5047.710000000001,0.33271527875733464,2025-09
TX-1154,2025-09-11,Operacoes,Digital,Nordeste,Delta Varejo,Bruno,18071.36,1346.85,11957.9,16724.510000000002,4766.610000000002,0.2850074531331562,2025-09
TX-1118,2025-09-13,Comercial,Direto,Sul,Gama Servicos,Diego,26269.36,1347.98,15114.71,24921.38,9806.670000000002,0.39350429229842016,2025-09
TX-1139,2025-09-13,Comercial,Direto,Centro-Oeste,Gama Servicos,Felipe,21709.19,665.04,11839.13,21044.149999999998,9205.019999999999,0.4374146734365607,2025-09
TX-1147,2025-09-13,Tecnologia,Parceiros,Sudeste,Beta Logistica,Felipe,21515.41,869.64,12761.3,20645.77,7884.470000000001,0.3818927557557796,2025-09
TX-1157,2025-09-14,Operacoes,Digital,Nordeste,Delta Varejo,Carla,20531.61,1567.13,12234.76,18964.48,6729.719999999999,0.3548591893898488,2025-09
TX-1114,2025-09-14,Tecnologia,Digital,Sul,Gama Servicos,Diego,15322.61,510.5,8929.57,14812.11,5882.540000000001,0.3971439585582338,2025-09
TX-1141,2025-09-14,Comercial,Parceiros,Sudeste,Alfa Industria,Bruno,15280.83,812.53,8303.98,14468.3,6164.32,0.42605696591859443,2025-09
TX-1152,2025-09-14,Operacoes,Parceiros,Sul,Foco Energia,Elisa,18774.04,466.29,12572.38,18307.75,5735.370000000001,0.31327552539225195,2025-09
TX-1124,2025-09-15,Marketing,Parceiros,Sul,Beta Logistica,Diego,13946.85,155.66,9447.81,13791.19,4343.380000000001,0.31493873987668947,2025-09
TX-1121,2025-09-16,Comercial,Digital,Sudeste,Foco Energia,Carla,24170.41,779.12,12726.67,23391.29,10664.62,0.45592269601206264,2025-09
TX-1119,2025-09-16,Comercial,Direto,Centro-Oeste,Evo Saude,Carla,20343.48,1421.69,10590.79,18921.79,8331.0,0.4402860405912971,2025-09
TX-1144,2025-09-17,Comercial,Parceiros,Sudeste,Delta Varejo,Bruno,22021.69,1525.08,11863.31,20496.61,8633.300000000001,0.42120623849504873,2025-09
TX-1109,2025-09-17,Operacoes,Direto,Nordeste,Crescer Educacao,Ana,15320.29,997.83,10054.05,14322.460000000001,4268.410000000002,0.29802212748368656,2025-09
TX-1155,2025-09-17,Tecnologia,Parceiros,Sudeste,Alfa Industria,Elisa,21629.49,1654.75,13148.73,19974.74,6826.010000000002,0.3417321076519645,2025-09
TX-1156,2025-09-19,Operacoes,Digital,Sul,Horizonte Tech,Carla,19625.03,813.93,12823.98,18811.1,5987.119999999999,0.31827591156285384,2025-09
TX-1142,2025-09-19,Comercial,Direto,Centro-Oeste,Crescer Educacao,Felipe,25743.49,1310.24,14209.35,24433.25,10223.9,0.4184420819989154,2025-09
TX-1133,2025-09-20,Comercial,Direto,Centro-Oeste,Horizonte Tech,Carla,27180.44,1686.6,14490.66,25493.84,11003.18,0.4316015162878562,2025-09
TX-1132,2025-09-20,Operacoes,Digital,Nordeste,Gama Servicos,Felipe,18728.05,934.44,12779.27,17793.61,5014.34,0.2818056594474084,2025-09
TX-1129,2025-09-20,Tecnologia,Parceiros,Sul,Beta Logistica,Elisa,18027.96,298.99,10853.92,17728.969999999998,6875.049999999997,0.38778620528998575,2025-09
TX-1150,2025-09-21,Tecnologia,Digital,Sul,Delta Varejo,Felipe,21219.2,1680.61,11926.9,19538.59,7611.6900000000005,0.38957212367934435,2025-09
TX-1127,2025-09-22,Comercial,Digital,Nordeste,Evo Saude,Elisa,18544.83,904.02,9726.88,17640.81,7913.930000000002,0.4486148878651265,2025-09
TX-1108,2025-09-22,Tecnologia,Parceiros,Centro-Oeste,Horizonte Tech,Diego,21416.27,1389.22,12007.83,20027.05,8019.219999999999,0.4004194327172499,2025-09
TX-1123,2025-09-23,Tecnologia,Direto,Sudeste,Gama Servicos,Diego,19988.8,400.98,12679.92,19587.82,6907.9,0.35266303243546243,2025-09
TX-1112,2025-09-23,Comercial,Digital,Sul,Beta Logistica,Felipe,17838.91,658.53,9170.38,17180.38,8010.000000000002,0.46622950132651325,2025-09
TX-1130,2025-09-23,Comercial,Digital,Centro-Oeste,Horizonte Tech,Bruno,17426.17,391.93,8926.89,17034.239999999998,8107.3499999999985,0.4759443332957619,2025-09
TX-1125,2025-09-23,Marketing,Digital,Sudeste,Delta Varejo,Diego,13370.33,715.65,9285.7,12654.68,3368.9799999999996,0.2662240372731669,2025-09
TX-1148,2025-09-24,Tecnologia,Direto,Sudeste,Crescer Educacao,Felipe,26203.1,562.07,15519.52,25641.03,10121.509999999998,0.39473882289440004,2025-09
TX-1128,2025-09-24,Tecnologia,Parceiros,Centro-Oeste,Alfa Industria,Ana,19440.53,1532.68,11245.73,17907.85,6662.119999999999,0.3720223254047806,2025-09
TX-1203,2025-10-01,Operacoes,Digital,Nordeste,Alfa Industria,Bruno,12482.44,892.66,7416.44,11589.78,4173.340000000001,0.3600879395467387,2025-10
TX-1178,2025-10-01,Comercial,Direto,Sudeste,Gama Servicos,Bruno,21107.41,1427.26,11069.32,19680.15,8610.830000000002,0.43753883989705367,2025-10
TX-1185,2025-10-02,Operacoes,Direto,Centro-Oeste,Alfa Industria,Elisa,10271.85,289.8,7136.63,9982.050000000001,2845.420000000001,0.2850536713400555,2025-10
